"name","type","apitype"
"R_GE_linearGradientX2","F","eapi"
"R_GE_linearGradientY2","F","eapi"
"R_GE_linearGradientNumStops","F","eapi"
"R_GE_linearGradientStop","F","eapi"
"R_GE_linearGradientColour","F","eapi"
"R_GE_linearGradientExtend","F","eapi"
"R_GE_radialGradientCX1","F","eapi"
"R_GE_radialGradientCY1","F","eapi"
"R_GE_radialGradientR1","F","eapi"
"R_GE_radialGradientCX2","F","eapi"
"R_GE_radialGradientCY2","F","eapi"
"R_GE_radialGradientR2","F","eapi"
"R_GE_radialGradientNumStops","F","eapi"
"R_GE_radialGradientStop","F","eapi"
"R_GE_radialGradientColour","F","eapi"
"R_GE_radialGradientExtend","F","eapi"
"R_GE_tilingPatternFunction","F","eapi"
"R_GE_tilingPatternX","F","eapi"
"R_GE_tilingPatternY","F","eapi"
"R_GE_tilingPatternWidth","F","eapi"
"R_GE_tilingPatternHeight","F","eapi"
"R_GE_tilingPatternExtend","F","eapi"
"R_GE_clipPathFillRule","F","eapi"
"GEStroke","F","eapi"
"GEFill","F","eapi"
"GEFillStroke","F","eapi"
"R_GE_maskType","F","eapi"
"R_GE_glyphInfoGlyphs","F","eapi"
"R_GE_glyphInfoFonts","F","eapi"
"R_GE_glyphID","F","eapi"
"R_GE_glyphX","F","eapi"
"R_GE_glyphY","F","eapi"
"R_GE_glyphFont","F","eapi"
"R_GE_glyphSize","F","eapi"
"R_GE_glyphColour","F","eapi"
"R_GE_glyphFontFile","F","eapi"
"R_GE_glyphFontIndex","F","eapi"
"R_GE_glyphFontFamily","F","eapi"
"R_GE_glyphFontWeight","F","eapi"
"R_GE_glyphFontStyle","F","eapi"
"R_GE_glyphFontPSname","F","eapi"
"GEGlyph","F","eapi"
"GEfromDeviceHeight","F","eapi"
"GEfromDeviceWidth","F","eapi"
"GEfromDeviceX","F","eapi"
"GEfromDeviceY","F","eapi"
"GEtoDeviceHeight","F","eapi"
"GEtoDeviceWidth","F","eapi"
"GEtoDeviceX","F","eapi"
"GEtoDeviceY","F","eapi"
"killDevice","F","eapi"
"n","F","eapi"
"P","F","eapi"
"ndevNumber","F","eapi"
"NumDevices","F","eapi"
"R_CheckDeviceAvailable","F","eapi"
"R_CheckDeviceAvailableBool","F","eapi"
"curDevice","F","eapi"
"nextDevice","F","eapi"
"prevDevice","F","eapi"
"selectDevice","F","eapi"
"NoDevices","F","eapi"
"NewFrameConfirm","F","eapi"
"doMouseEvent","F","eapi"
"doKeybd","F","eapi"
"doIdle","F","eapi"
"doesIdle","F","eapi"
"r","F","eapi"
"onintr","F","eapi"
"AdobeSymbol2utf8","F","eapi"
"utf8toAdobeSymbol","F","eapi"
"utf8Toutf8NoPUA","F","eapi"
"utf8ToLatin1AdobeSymbol2utf8","F","eapi"
"ucstoutf8","F","eapi"
"R_interrupts_suspended","V","eapi"
"R_interrupts_pending","V","eapi"
"mbcslocale","V","eapi"
"initEmbeddedR","F","emb"
"R_ReplDLLinit","F","emb"
"R_ReplDLLdo1","F","emb"
"endEmbeddedR","F","emb"
"run_Rmainloop","F","emb"
"R_Interactive","F","emb"
"R_ShowMessage","F","emb"
"R_Busy","F","emb"
"R_ReadConsole","F","emb"
"R_WriteConsole","F","emb"
"R_WriteConsoleEx","F","emb"
"R_ResetConsole","F","emb"
"R_FlushConsole","F","emb"
"R_ClearerrConsole","F","emb"
"R_ShowFiles","F","emb"
"R_ChooseFile","F","emb"
"R_EditFile","F","emb"
"R_EditFiles","F","emb"
"R_loadhistory","F","emb"
"R_savehistory","F","emb"
"R_addhistory","F","emb"
"R_dot_Last","F","emb"
"R_RunExitFinalizers","F","emb"
"R_CleanTempDir","F","emb"
"R_SaveGlobalEnv","F","emb"
"KillAllDevices","F","emb"
"CleanEd","F","emb"
"fpu_setup","F","emb"
"R_getEmbeddingDllInfo","F","emb"
"R_PolledEvents","F","emb"
"R_wait_usec","F","emb"
"setup_Rmainloop","F","emb"
"R_setStartTime","F","emb"
"R_set_command_line_arguments","F","emb"
"R_DefParams","F","emb"
"R_DefParamsEx","F","emb"
"R_SetParams","F","emb"
"R_ProcessEvents","F","emb"
"initialize_R","F","emb"
"getDLLVersion","F","emb"
"freeRUser","F","emb"
"setup_term_ui","F","emb"
"editorcleanall","F","emb"
"GA_initapp","F","emb"
"GA_appcleanup","F","emb"
"readconsolecfg","F","emb"
"R_RestoreGlobalEnv","F","emb"
"R_RestoreGlobalEnvFromFile","F","emb"
"R_SaveGlobalEnvToFile","F","emb"
"R_Suicide","F","emb"
"R_HomeDir","F","emb"
"R_setupHistory","F","emb"
"jump_to_toplevel","F","emb"
"mainloop","F","emb"
"onintr","F","emb"
"onintrNoResume","F","emb"
"process_site_Renviron","F","emb"
"process_system_Renviron","F","emb"
"process_user_Renviron","F","emb"
"d","F","emb"
"t","F","emb"
"P","F","emb"
"R_DefCallbacks","F","emb"
"R_SetWin32","F","emb"
"R_SizeFromEnv","F","emb"
"R_common_command_line","F","emb"
"R_TempDir","V","emb"
"R_DirtyImage","V","emb"
"UserBreak","V","emb"
"AllDevicesKilled","V","emb"
"R_Interactive","V","emb"
"R_NoEcho","V","emb"
"R_GUIType","V","emb"
"R_HistoryFile","V","emb"
"R_HistorySize","V","emb"
"R_RestoreHistory","V","emb"
"R_Home","V","emb"
"R_GlobalContext","V","emb"
"R_Consolefile","V","emb"
"R_Outputfile","V","emb"
"R_running_as_main_program","V","emb"
"R_CStackLimit","V","emb"
"R_CStackStart","V","emb"
"R_timeout_val","V","emb"
"R_SignalHandlers","V","emb"
